"source_file","dataset","study","obstype","methods_all","pred_order","pred_family","pred_genus","pred_species","pred_mass_g","prey_class","prey_order","prey_species","prey_id_level","prey_mass_g","count","percent","country","lat","lon","year"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Mammalia","Rodentia","Micromys minutus","Species",NA,183,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Mammalia","Rodentia","Clethrionomys glareolus","Species",NA,33,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Aves","Passeriformes","Passeriformes","Order",NA,6,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Mammalia","Rodentia","Cricetidae","Family",NA,6,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Mammalia","Rodentia","Microtus agrestis","Species",NA,222,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Mammalia","Rodentia","Arvicola amphibius","Species",NA,17,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Mammalia","Rodentia","Rattus norvegicus","Species",NA,94,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Mammalia","Rodentia","Sciurus vulgaris","Species",NA,28,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Mammalia","Eulipotyphla","Erinaceus europaeus","Species",NA,33,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Mammalia","Rodentia","Ondatra zibethicus","Species",NA,6,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Mammalia","Lagomorpha","Lepus timidus","Species",NA,39,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Aves","","Aves","Class",NA,118,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",218,"Mikkola and Tornberg 2014","Stomach","Stomach","Strigiformes","Strigidae","Bubo","Bubo bubo",NA,"Amphibia","Anura","Rana sp","Genus",NA,11,NA,"Finland",65,25.46,"1968.5"
"new_RaptorDiets.csv",263,"Sealy 1999","Stomach","Stomach+Pellet+PreyRemains+Follow","Strigiformes","Strigidae","Aegolius","Aegolius acadicus",NA,"Mammalia","Eulipotyphla","Sorex monticolus","Species",NA,4,NA,"Canada",53.32,-132.15,"1993.5"
"new_RaptorDiets.csv",263,"Sealy 1999","Stomach","Stomach+Pellet+PreyRemains+Follow","Strigiformes","Strigidae","Aegolius","Aegolius acadicus",NA,"Mammalia","Rodentia","Peromyscus maniculatus","Species",NA,3,NA,"Canada",53.32,-132.15,"1993.5"
"new_RaptorDiets.csv",263,"Sealy 1999","Stomach","Stomach+Pellet+PreyRemains+Follow","Strigiformes","Strigidae","Aegolius","Aegolius acadicus",NA,"Aves","Charadriiformes","Synthliboramphus antiquus","Species",NA,3,NA,"Canada",53.32,-132.15,"1993.5"
"new_RaptorDiets.csv",263,"Sealy 1999","Stomach","Stomach+Pellet+PreyRemains+Follow","Strigiformes","Strigidae","Aegolius","Aegolius acadicus",NA,"Aves","Passeriformes","Poecile rufescens","Species",NA,1,NA,"Canada",53.32,-132.15,"1993.5"
"new_RaptorDiets.csv",263,"Sealy 1999","Stomach","Stomach+Pellet+PreyRemains+Follow","Strigiformes","Strigidae","Aegolius","Aegolius acadicus",NA,"Aves","Passeriformes","Regulus satrapa","Species",NA,1,NA,"Canada",53.32,-132.15,"1993.5"
"new_RaptorDiets.csv",263,"Sealy 1999","Stomach","Stomach+Pellet+PreyRemains+Follow","Strigiformes","Strigidae","Aegolius","Aegolius acadicus",NA,"Aves","Passeriformes","Catharus guttatus","Species",NA,1,NA,"Canada",53.32,-132.15,"1993.5"
"new_RaptorDiets.csv",263,"Sealy 1999","Stomach","Stomach+Pellet+PreyRemains+Follow","Strigiformes","Strigidae","Aegolius","Aegolius acadicus",NA,"Aves","","Aves","Class",NA,2,NA,"Canada",53.32,-132.15,"1993.5"
"new_RaptorDiets.csv",263,"Sealy 1999","Stomach","Stomach+Pellet+PreyRemains+Follow","Strigiformes","Strigidae","Aegolius","Aegolius acadicus",NA,"Amphibia","Anura","Anaxyrus boreas","Species",NA,1,NA,"Canada",53.32,-132.15,"1993.5"
"new_RaptorDiets.csv",263,"Sealy 1999","Stomach","Stomach+Pellet+PreyRemains+Follow","Strigiformes","Strigidae","Aegolius","Aegolius acadicus",NA,"Insecta","Diptera","Diptera","Order",NA,3,NA,"Canada",53.32,-132.15,"1993.5"
"new_RaptorDiets.csv",263,"Sealy 1999","Stomach","Stomach+Pellet+PreyRemains+Follow","Strigiformes","Strigidae","Aegolius","Aegolius acadicus",NA,"Insecta","","Insecta","Class",NA,4,NA,"Canada",53.32,-132.15,"1993.5"
"new_RaptorDiets.csv",263,"Sealy 1999","Stomach","Stomach+Pellet+PreyRemains+Follow","Strigiformes","Strigidae","Aegolius","Aegolius acadicus",NA,"Malacostraca","Amphipoda","Orchestria traskiana","Species",NA,19,NA,"Canada",53.32,-132.15,"1993.5"
"new_RaptorDiets.csv",263,"Sealy 1999","Stomach","Stomach+Pellet+PreyRemains+Follow","Strigiformes","Strigidae","Aegolius","Aegolius acadicus",NA,"Arachnida","Araneae","Anyphaena sp","Genus",NA,1,NA,"Canada",53.32,-132.15,"1993.5"
"new_RaptorDiets.csv",265,"Errington 1932","Stomach","Stomach+Pellet","Strigiformes","Strigidae","Megascops","Megascops asio",NA,"Mammalia","Rodentia","Rattus norvegicus","Species",NA,1,NA,"USA",42.73,-89.31,"1930"
"new_RaptorDiets.csv",265,"Errington 1932","Stomach","Stomach+Pellet","Strigiformes","Strigidae","Megascops","Megascops asio",NA,"Mammalia","Rodentia","Microtus pennsylvanicus","Species",NA,49,NA,"USA",42.73,-89.31,"1930"
"new_RaptorDiets.csv",265,"Errington 1932","Stomach","Stomach+Pellet","Strigiformes","Strigidae","Megascops","Megascops asio",NA,"Mammalia","Rodentia","Peromyscus maniculatus","Species",NA,37,NA,"USA",42.73,-89.31,"1930"
"new_RaptorDiets.csv",265,"Errington 1932","Stomach","Stomach+Pellet","Strigiformes","Strigidae","Megascops","Megascops asio",NA,"Mammalia","Eulipotyphla","Sorex sp","Genus",NA,7,NA,"USA",42.73,-89.31,"1930"
"new_RaptorDiets.csv",265,"Errington 1932","Stomach","Stomach+Pellet","Strigiformes","Strigidae","Megascops","Megascops asio",NA,"Aves","Passeriformes","Passeriformes","Order",NA,36,NA,"USA",42.73,-89.31,"1930"
"new_RaptorDiets.csv",265,"Errington 1932","Stomach","Stomach+Pellet","Strigiformes","Strigidae","Megascops","Megascops asio",NA,"Osteichthyes","","Osteichthyes","Superclass",NA,4,NA,"USA",42.73,-89.31,"1930"
"new_RaptorDiets.csv",265,"Errington 1932","Stomach","Stomach+Pellet","Strigiformes","Strigidae","Megascops","Megascops asio",NA,"Malacostraca","Decapoda","Decapoda","Order",NA,3,NA,"USA",42.73,-89.31,"1930"
"new_RaptorDiets.csv",266,"Errington 1932","Stomach","Stomach+Pellet","Strigiformes","Strigidae","Asio","Asio flammeus",NA,"Mammalia","Rodentia","Microtus pennsylvanicus","Species",NA,68,NA,"USA",42.73,-89.31,"1929.5"
"new_RaptorDiets.csv",266,"Errington 1932","Stomach","Stomach+Pellet","Strigiformes","Strigidae","Asio","Asio flammeus",NA,"Mammalia","Rodentia","Peromyscus maniculatus","Species",NA,115,NA,"USA",42.73,-89.31,"1929.5"
"new_RaptorDiets.csv",266,"Errington 1932","Stomach","Stomach+Pellet","Strigiformes","Strigidae","Asio","Asio flammeus",NA,"Aves","Passeriformes","Plectrophenax nivalis","Species",NA,1,NA,"USA",42.73,-89.31,"1929.5"
"new_RaptorDiets.csv",266,"Errington 1932","Stomach","Stomach+Pellet","Strigiformes","Strigidae","Asio","Asio flammeus",NA,"Aves","Passeriformes","Sturnella sp","Genus",NA,1,NA,"USA",42.73,-89.31,"1929.5"
"new_RaptorDiets.csv",267,"Errington 1932","Stomach","Stomach+Pellet+PreyRemains","Strigiformes","Strigidae","Asio","Asio otus",NA,"Mammalia","Lagomorpha","Sylvilagus floridanus","Species",NA,1,NA,"USA",42.73,-89.31,"1929.5"
"new_RaptorDiets.csv",267,"Errington 1932","Stomach","Stomach+Pellet+PreyRemains","Strigiformes","Strigidae","Asio","Asio otus",NA,"Mammalia","Rodentia","Rattus norvegicus","Species",NA,3,NA,"USA",42.73,-89.31,"1929.5"
"new_RaptorDiets.csv",267,"Errington 1932","Stomach","Stomach+Pellet+PreyRemains","Strigiformes","Strigidae","Asio","Asio otus",NA,"Mammalia","Rodentia","Microtus pennsylvanicus","Species",NA,2732,NA,"USA",42.73,-89.31,"1929.5"
"new_RaptorDiets.csv",267,"Errington 1932","Stomach","Stomach+Pellet+PreyRemains","Strigiformes","Strigidae","Asio","Asio otus",NA,"Mammalia","Rodentia","Peromyscus maniculatus","Species",NA,497,NA,"USA",42.73,-89.31,"1929.5"
"new_RaptorDiets.csv",267,"Errington 1932","Stomach","Stomach+Pellet+PreyRemains","Strigiformes","Strigidae","Asio","Asio otus",NA,"Mammalia","Eulipotyphla","Sorex sp","Genus",NA,14,NA,"USA",42.73,-89.31,"1929.5"
"new_RaptorDiets.csv",267,"Errington 1932","Stomach","Stomach+Pellet+PreyRemains","Strigiformes","Strigidae","Asio","Asio otus",NA,"Aves","Passeriformes","Passeriformes","Order",NA,26,NA,"USA",42.73,-89.31,"1929.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Arthropoda","","Arthropoda","Phylum",NA,1,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex cinereus","Species",NA,36,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex arcticus","Species",NA,28,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Aves","","Aves","Class",NA,3,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Peromyscus maniculatus","Species",NA,3,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Blarina brevicauda","Species",NA,26,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Myodes gapperi","Species",NA,11,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Synaptomys cooperi","Species",NA,5,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Microtus pennsylvanicus","Species",NA,608,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Amphibia","Anura","Rana sp","Genus",NA,4,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Condylura cristata","Species",NA,4,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Tamiasciurus hudsonicus","Species",NA,1,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Carnivora","Mustela frenata","Species",NA,1,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",429,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Carnivora","Mustela erminea","Species",NA,1,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",430,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Arthropoda","","Arthropoda","Phylum",NA,1,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",430,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex cinereus","Species",NA,42,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",430,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex arcticus","Species",NA,31,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",430,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Peromyscus maniculatus","Species",NA,11,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",430,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Blarina brevicauda","Species",NA,15,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",430,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Myodes gapperi","Species",NA,20,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",430,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Synaptomys cooperi","Species",NA,4,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",430,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Microtus pennsylvanicus","Species",NA,350,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",430,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Amphibia","Anura","Rana sp","Genus",NA,1,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",430,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Condylura cristata","Species",NA,2,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",430,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Scalopus aquaticus","Species",NA,1,NA,"USA",46,-92,"2004.5"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex minutissimus","Species",NA,1,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex minutus","Species",NA,1,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex caecutiens","Species",NA,1,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex sp","Genus",NA,10,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex araneus","Species",NA,48,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex isodon","Species",NA,1,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Neomys fodiens","Species",NA,1,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Aves","","Aves","Class",NA,1,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Mus musculus","Species",NA,1,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Clethrionomys glareolus","Species",NA,22,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Myopus schisticolor","Species",NA,1,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Myodes rufocanus","Species",NA,4,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Cricetidae","Family",NA,3,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Microtus agrestis","Species",NA,48,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Microtus oeconomus","Species",NA,27,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Aves","Passeriformes","Turdus pilaris","Species",NA,2,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Amphibia","Anura","Rana temporaria","Species",NA,2,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Arvicola amphibius","Species",NA,4,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Aves","Galliformes","Lagopus lagopus","Species",NA,1,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",431,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Lagomorpha","Lepus timidus","Species",NA,1,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",432,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex minutissimus","Species",NA,4,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",432,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex minutus","Species",NA,5,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",432,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex sp","Genus",NA,13,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",432,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex araneus","Species",NA,34,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",432,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Neomys fodiens","Species",NA,1,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",432,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Clethrionomys glareolus","Species",NA,14,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",432,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Myopus schisticolor","Species",NA,3,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",432,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Cricetidae","Family",NA,6,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",432,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Microtus agrestis","Species",NA,38,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",432,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Microtus oeconomus","Species",NA,13,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",432,"Mikkola et al 2013","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Amphibia","Anura","Rana temporaria","Species",NA,1,NA,"Finland",65,27,"1966"
"new_RaptorDiets.csv",437,"Hoglund and Lansgren 1968 (as presented in Mikkola and Sulkava 1970 British Birds)","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex araneus","Species",NA,5,NA,"Sweden",65,26,"1961.5"
"new_RaptorDiets.csv",437,"Hoglund and Lansgren 1968 (as presented in Mikkola and Sulkava 1970 British Birds)","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex minutus","Species",NA,1,NA,"Sweden",65,26,"1961.5"
"new_RaptorDiets.csv",437,"Hoglund and Lansgren 1968 (as presented in Mikkola and Sulkava 1970 British Birds)","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Microtus agrestis","Species",NA,11,NA,"Sweden",65,26,"1961.5"
"new_RaptorDiets.csv",437,"Hoglund and Lansgren 1968 (as presented in Mikkola and Sulkava 1970 British Birds)","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Microtus oeconomus","Species",NA,4,NA,"Sweden",65,26,"1961.5"
"new_RaptorDiets.csv",437,"Hoglund and Lansgren 1968 (as presented in Mikkola and Sulkava 1970 British Birds)","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Microtus sp","Genus",NA,3,NA,"Sweden",65,26,"1961.5"
"new_RaptorDiets.csv",437,"Hoglund and Lansgren 1968 (as presented in Mikkola and Sulkava 1970 British Birds)","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Myopus schisticolor","Species",NA,1,NA,"Sweden",65,26,"1961.5"
"new_RaptorDiets.csv",437,"Hoglund and Lansgren 1968 (as presented in Mikkola and Sulkava 1970 British Birds)","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Clethrionomys glareolus","Species",NA,1,NA,"Sweden",65,26,"1961.5"
"new_RaptorDiets.csv",437,"Hoglund and Lansgren 1968 (as presented in Mikkola and Sulkava 1970 British Birds)","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Myodes sp","Genus",NA,1,NA,"Sweden",65,26,"1961.5"
"new_RaptorDiets.csv",437,"Hoglund and Lansgren 1968 (as presented in Mikkola and Sulkava 1970 British Birds)","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Arvicola amphibius","Species",NA,1,NA,"Sweden",65,26,"1961.5"
"new_RaptorDiets.csv",438,"Mikkola and Sulkava 1970","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex araneus","Species",NA,31,NA,"Finland",66,21,"1961.5"
"new_RaptorDiets.csv",438,"Mikkola and Sulkava 1970","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex isodon","Species",NA,1,NA,"Finland",66,21,"1961.5"
"new_RaptorDiets.csv",438,"Mikkola and Sulkava 1970","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex minutus","Species",NA,2,NA,"Finland",66,21,"1961.5"
"new_RaptorDiets.csv",438,"Mikkola and Sulkava 1970","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Eulipotyphla","Sorex minutissimus","Species",NA,1,NA,"Finland",66,21,"1961.5"
"new_RaptorDiets.csv",438,"Mikkola and Sulkava 1970","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Microtus agrestis","Species",NA,22,NA,"Finland",66,21,"1961.5"
"new_RaptorDiets.csv",438,"Mikkola and Sulkava 1970","Stomach","Stomach","Strigiformes","Strigidae","Strix","Strix nebulosa",NA,"Mammalia","Rodentia","Clethrionomys glareolus","Species",NA,5,NA,"Finland",66,21,"1961.5"
